domain,port,metadata_comment,ip
oob.bountyexplained.com,80,Possible BurpSuite Collaborator Domain (Unverified),129.212.194.246
oob.pwn.rocks,443,Possible BurpSuite Collaborator Domain (Unverified),136.117.244.47
oob.pwn.rocks,80,Possible BurpSuite Collaborator Domain (Unverified),136.117.244.47
openbasketway.eu,8443,Possible Evilginx/EvilGoPhish Domain (Unverified),66.29.134.188
opr.lv,443,Possible BurpSuite Collaborator Domain (Unverified),82.145.216.214
opr.lv,80,Possible BurpSuite Collaborator Domain (Unverified),82.145.216.214
ops.nccd.com.cn,8080,Possible CyberStrikeAI Domain (Unverified),171.34.206.4
optimill-5.direct.quickconnect.to,3000,Possible RedAmon Domain (Unverified),50.80.155.26
osint.mekovhomelab.com,8443,Possible PentAGI Domain (Unverified),163.245.218.154
otp-login.pug.gs,50003,Possible AdaptixC2 Domain (Unverified),202.191.67.71
out.online-pdf090459.ronchni.it,9000,Possible DevilGinx Domain (Unverified),185.212.128.59
out.online-pdf090459.ronchni.it,9000,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.59
outviam.xyz,8080,Possible CyberStrikeAI Domain (Unverified),104.234.26.12
ovw9kdq1on1yt3xb15794.cleavr.one,11601,Possible Ligolo-ng Domain (Unverified),94.237.87.159
p8w.me,443,Possible BurpSuite Collaborator Domain (Unverified),146.59.86.98
p8w.me,80,Possible BurpSuite Collaborator Domain (Unverified),146.59.86.98
packet-panda.com,443,Possible Hak5 Cloud C2 Domain (Unverified),13.248.243.5
packet-panda.com,8080,Possible Hak5 Cloud C2 Domain (Unverified),76.223.105.230
pakistan-dns.live,8080,Possible Ligolo-ng Domain (Unverified),64.111.92.7
pan.maxapi.de,8443,Possible PentAGI Domain (Unverified),152.53.134.156
pandoramexico.online,9000,Possible DevilGinx Domain (Unverified),185.212.128.90
pandoramexico.online,9000,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.90
panel.phorxys.com,443,Possible Hookbot/Pegasus Domain (Unverified),130.61.146.214
patienten.leydenkliniek.nl,443,Possible BurpSuite Collaborator Domain (Unverified),149.210.175.69
patienten.leydenkliniek.nl,80,Possible BurpSuite Collaborator Domain (Unverified),149.210.175.69
paypal.sylu.net,48080,Possible CyberStrikeAI Domain (Unverified),192.210.193.29
pe1chen.top,8080,Possible CyberStrikeAI Domain (Unverified),82.157.129.205
pekvital.com,30121,Possible wstunnel Domain (Unverified),43.106.139.208
pentagi.centreformexa.fr,8443,Possible PentAGI Domain (Unverified),164.132.42.103
pentagi.clearcloud.co.za,8443,Possible PentAGI Domain (Unverified),41.72.130.93
pentagi.merchlookup.digital,443,Possible PentAGI Domain (Unverified),195.20.115.155
pentagi.ovncr.vn,443,Possible PentAGI Domain (Unverified),42.1.65.197
pentagi.ovncr.vn,80,Possible PentAGI Domain (Unverified),42.1.65.197
pentagi.ovncr.vn,8443,Possible PentAGI Domain (Unverified),42.1.65.197
pentagi.tulip-tech.app,443,Possible PentAGI Domain (Unverified),13.43.80.17
pentest.cto-docusketch.com,8443,Possible PentAGI Domain (Unverified),204.168.237.145
pentest.tlnr.no,443,Possible BurpSuite Collaborator Domain (Unverified),51.13.164.239
pentest.tlnr.no,80,Possible BurpSuite Collaborator Domain (Unverified),51.13.164.239
pentestserver.online,443,Possible BurpSuite Collaborator Domain (Unverified),161.35.166.54
pentestserver.online,80,Possible BurpSuite Collaborator Domain (Unverified),161.35.166.54
petalasie.com,80,Possible DinDoor Domain (Unverified),23.94.252.80
pingbackmetrics.com,80,Possible BurpSuite Collaborator Domain (Unverified),37.220.220.106
pivotpoint.fit,7443,Possible Mythic Domain (Unverified),89.127.233.194
plancontrol.space,443,Possible wstunnel Domain (Unverified),178.253.23.199
poausnf.top,443,Possible PureRAT Domain (Unverified),45.88.91.165
poausnf.top,7590,Possible PureRAT Domain (Unverified),45.88.91.165
poc.bdef.ninja,443,Possible BurpSuite Collaborator Domain (Unverified),77.42.29.165
polling.burp.tvmglobal.com,443,Possible BurpSuite Collaborator Domain (Unverified),88.208.96.173
polling.burp.tvmglobal.com,80,Possible BurpSuite Collaborator Domain (Unverified),88.208.96.173
polling.collab.shellcoded.com,80,Possible BurpSuite Collaborator Domain (Unverified),217.160.88.19
portal.cairnsecurity.com,443,Possible Cairn Domain (Unverified),52.238.195.144
portal.dwclick.com,8443,Possible PentAGI Domain (Unverified),47.252.102.108
portal.rekharbor.ru,8085,Possible Reverse_SSH Domain (Unverified),37.252.21.175
portfolio.521902.xyz,8888,Possible CyberStrikeAI Domain (Unverified),134.195.196.190
pousadaboutique.com.br,1080,Possible Havoc Domain (Unverified),191.252.184.198
powergen.centralus.cloudapp.azure.com,4321,Possible AdaptixC2 Domain (Unverified),20.118.221.53
ppu.pw,443,Possible BurpSuite Collaborator Domain (Unverified),135.125.183.49
ppu.pw,80,Possible BurpSuite Collaborator Domain (Unverified),135.125.183.49
preprod.dance-hub.io,8443,Possible PentAGI Domain (Unverified),158.69.125.139
priceless-chatelet.119-59-118-75.plesk.page,4321,Possible AdaptixC2 Domain (Unverified),119.59.118.75
prod.hackingasaservice.network,443,Possible BurpSuite Collaborator Domain (Unverified),20.31.224.59
prod.hackingasaservice.network,80,Possible BurpSuite Collaborator Domain (Unverified),20.31.224.59
proseclabscollab.com,443,Possible BurpSuite Collaborator Domain (Unverified),3.140.217.238
pstong.xyz,8080,Possible CyberStrikeAI Domain (Unverified),103.145.58.207
pt.etas.com,443,Possible BurpSuite Collaborator Domain (Unverified),20.113.47.171
pt.etas.com,80,Possible BurpSuite Collaborator Domain (Unverified),20.113.47.171
puracollaborator.com,443,Possible BurpSuite Collaborator Domain (Unverified),32.192.58.79
puracollaborator.com,80,Possible BurpSuite Collaborator Domain (Unverified),32.192.58.79
purehvn3mailko.online,55012,Possible PureRAT Domain (Unverified),45.139.104.26
purhvnmailos.online,443,Possible PureRAT Domain (Unverified),45.139.104.222
pushws.cloudprovider.online,3125,Possible Evilginx/EvilGoPhish Domain (Unverified),213.111.149.141
pwd.njtopsun.com,28888,Possible CyberStrikeAI Domain (Unverified),58.213.83.82
qiuxinghe.cn,8080,Possible CyberStrikeAI Domain (Unverified),38.76.173.164
qwins1.country-road.org,443,Possible PureRAT Domain (Unverified),31.77.220.78
qwins1.country-road.org,56003,Possible PureRAT Domain (Unverified),31.77.220.78
r1.firehousecoffeeco.com,80,Possible BurpSuite Collaborator Domain (Unverified),146.190.129.110
rackmora.com,7443,Possible Mythic Domain (Unverified),142.93.126.132
rapid7test.com,80,Possible BurpSuite Collaborator Domain (Unverified),38.242.21.206
reelhub123.com,8081,Possible CyberStrikeAI Domain (Unverified),38.76.182.7
rekon-scan-tokyo-01.teknic.io,8081,Possible Cairn Domain (Unverified),202.182.98.149
remolsoeiez.shop,443,Possible PureRAT Domain (Unverified),45.139.104.226
reporting.donewith.factdocspro90.business,9000,Possible DevilGinx Domain (Unverified),185.212.128.233
reporting.donewith.factdocspro90.business,9000,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.233
rfkldcvmb.chb.pt.y-sec.org,443,Possible BurpSuite Collaborator Domain (Unverified),52.29.255.95
rfkldcvmb.chb.pt.y-sec.org,80,Possible BurpSuite Collaborator Domain (Unverified),52.29.255.95
rieats.app,443,Possible AsyncRAT Domain (Unverified),84.247.187.47
rmfconsultoria.com,8080,Possible CyberStrikeAI Domain (Unverified),143.47.126.81
rmrf.ir,80,Possible BurpSuite Collaborator Domain (Unverified),37.32.6.58
rollkrelep.online,56002,Possible PureRAT Domain (Unverified),72.14.136.90
room.coolairkh.pp.ua,9443,Possible wstunnel Domain (Unverified),193.180.215.151
rrm.pw,443,Possible BurpSuite Collaborator Domain (Unverified),37.187.54.26
rrm.pw,80,Possible BurpSuite Collaborator Domain (Unverified),37.187.54.26
rsmcollaborator.com,443,Possible BurpSuite Collaborator Domain (Unverified),157.230.61.47
rsmcollaborator.com,80,Possible BurpSuite Collaborator Domain (Unverified),157.230.61.47
rxingchiguawang.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.126.220
rxingchiguawang.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.126.220
rxingchiguawang.top,8666,Possible PentAGI Domain (Unverified),38.6.126.220
s.14.gy,443,Possible BurpSuite Collaborator Domain (Unverified),87.106.81.96
s.api.buscasy.com,8443,Possible PentAGI Domain (Unverified),67.223.117.214
s.qp.gy,8080,Possible BurpSuite Collaborator Domain (Unverified),34.246.30.37
s0k.xyz,443,Possible BurpSuite Collaborator Domain (Unverified),54.37.72.253
s0k.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),54.37.72.253
safe-netsurfing.com,443,Possible Hak5 Cloud C2 Domain (Unverified),15.161.176.25
sanjiusedaohang.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.126.216
sanjiusedaohang.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.126.216
sanjiusedaohang.top,8666,Possible PentAGI Domain (Unverified),38.6.126.216
sanjiusedaohang.top,8765,Possible PentAGI Domain (Unverified),38.6.126.216
satanics.org,80,Possible Mirai Botnet Domain (Unverified),149.56.206.68
scalheathyflo.org,8168,Possible CyberStrikeAI Domain (Unverified),212.86.125.83
scanner.indomain.my.id,8443,Possible PentAGI Domain (Unverified),116.204.131.95
scp166xiongxiaqiwu.top,8666,Possible PentAGI Domain (Unverified),38.6.103.88
scp166xiongxiaqiwu.top,8765,Possible PentAGI Domain (Unverified),38.6.103.88
scrnmailpsie.com,55010,Possible PureRAT Domain (Unverified),45.139.104.26
scrnmailpsie.com,56013,Possible PureRAT Domain (Unverified),45.139.104.26
securemailinbox.com,443,Possible Mythic Domain (Unverified),20.200.61.22
securitum.ninja,3790,Possible Metasploit Domain (Unverified),139.144.78.41
securitytest.ing,80,Possible BurpSuite Collaborator Domain (Unverified),18.118.156.192
securitytesting.asclab.net,443,Possible BurpSuite Collaborator Domain (Unverified),49.255.213.133
seerqu.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.126.202
seerqu.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.126.202
seerqu.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.126.202
seerqu.top,8666,Possible PentAGI Domain (Unverified),38.6.126.202
seerqu.top,8765,Possible PentAGI Domain (Unverified),38.6.126.202
segurosdelpichincha.site,8088,Possible Hak5 Cloud C2 Domain (Unverified),146.190.211.163
seyuai.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.126.211
seyuai.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.126.211
seyuai.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.126.211
seyuai.top,8666,Possible PentAGI Domain (Unverified),38.6.126.211
seyuai.top,8765,Possible PentAGI Domain (Unverified),38.6.126.211
sf.zyp3.com,8088,Possible BurpSuite Collaborator Domain (Unverified),178.18.249.161
sgp-node1.netchx.net,8443,Possible PentAGI Domain (Unverified),139.99.124.59
sgs-z.com,4321,Possible AdaptixC2 Domain (Unverified),134.122.132.28
sh.199707.best,3306,Possible Reverse_SSH Domain (Unverified),192.3.84.101
shaoluokoujiang.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.126.201
shaoluokoujiang.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.126.201
shaoluokoujiang.top,8666,Possible PentAGI Domain (Unverified),38.6.126.201
shaoluokoujiang.top,8765,Possible PentAGI Domain (Unverified),38.6.126.201
shaoluokoujiangmv.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.126.203
shaoluokoujiangmv.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.126.203
shaoluokoujiangmv.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.126.203
shaoluokoujiangmv.top,8666,Possible PentAGI Domain (Unverified),38.6.126.203
shaoluokoujiangmv.top,8765,Possible PentAGI Domain (Unverified),38.6.126.203
shenyefuliyingyuan.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.103.67
shenyefuliyingyuan.top,8765,Possible PentAGI Domain (Unverified),38.6.103.67
shunvavyiquerqu.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.103.92
shunvavyiquerqu.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.103.92
shunvavyiquerqu.top,8765,Possible PentAGI Domain (Unverified),38.6.103.92
shunvhouruneishe.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.126.212
shunvhouruneishe.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.126.212
shunvhouruneishe.top,8666,Possible PentAGI Domain (Unverified),38.6.126.212
shunvhouruneishe.top,8765,Possible PentAGI Domain (Unverified),38.6.126.212
sim-medical.softvalleylabs.com,11601,Possible Ligolo-ng Domain (Unverified),94.237.111.48
sinara.lptui.co.id,8443,Possible PentAGI Domain (Unverified),94.130.7.250
sitezhuboziwei.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.126.213
sitezhuboziwei.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.126.213
siyuanyuan.xyz,7443,Possible Mythic Domain (Unverified),47.87.84.177
skillet.aikitchtech.com,443,Possible DinDoor Domain (Unverified),31.76.96.194
slftr.io,443,Possible BurpSuite Collaborator Domain (Unverified),138.199.244.38
slftr.io,80,Possible BurpSuite Collaborator Domain (Unverified),138.199.244.38
snap.senhai.store,443,Possible PentAGI Domain (Unverified),123.60.2.245
snap.senhai.store,8443,Possible PentAGI Domain (Unverified),123.60.2.245
sniper.cambounisoll.com,3790,Possible Metasploit Domain (Unverified),120.136.24.164
sof-col.fr,80,Possible BurpSuite Collaborator Domain (Unverified),13.36.187.230
solalalala.space,8080,Possible CyberStrikeAI Domain (Unverified),114.132.167.206
sonqhong.com,443,Possible AsyncRAT Domain (Unverified),23.132.164.72
sonqhong.com,80,Possible AsyncRAT Domain (Unverified),23.132.164.72
sonqhong.com,8080,Possible AsyncRAT Domain (Unverified),23.132.164.72
spankedbyphone.com,80,Possible Viper Domain (Unverified),216.118.101.41
speedtest.sistemaspalacios.com.co,10346,Possible Reverse_SSH Domain (Unverified),201.182.251.238
sponge.legions.cx,31337,Possible Sliver Domain (Unverified),167.99.51.2
sponge.legions.cx,443,Possible Sliver Domain (Unverified),167.99.51.2
ss-1.ca,443,Possible BurpSuite Collaborator Domain (Unverified),35.95.200.44
ss-1.ca,80,Possible BurpSuite Collaborator Domain (Unverified),35.95.200.44
sso-dev.integra.id,8443,Possible PentAGI Domain (Unverified),143.198.85.159
static.dara-bala.kz,22222,Possible Evilginx/EvilGoPhish Domain (Unverified),194.32.142.225
staticbrochure702devb.pstechs.net,443,Possible BurpSuite Collaborator Domain (Unverified),100.26.154.249
staticbrochure702devb.pstechs.net,80,Possible BurpSuite Collaborator Domain (Unverified),100.26.154.249
stevedixonphotos.com,29292,Possible AdaptixC2 Domain (Unverified),185.33.86.141
stoemora.com,80,Possible DinDoor Domain (Unverified),93.152.223.221
store.imim.us.cc,80,Possible CyberStrikeAI Domain (Unverified),151.243.126.22
stupefied-germain.91-215-85-212.plesk.page,45423,Possible AdaptixC2 Domain (Unverified),91.215.85.212
styloraib.com,80,Possible DinDoor Domain (Unverified),2.27.248.80
sub.jscdn.top,3001,Possible CyberStrikeAI Domain (Unverified),167.17.69.200
sunyotech.com,5433,Possible Ligolo-ng Domain (Unverified),67.207.81.22
supabasekong-ko08wwcs0sooc0wog0884w0w.16.171.13.191.sslip.io,7443,Possible Covenant Domain (Unverified),16.171.13.191
supoort-pdf.com,30100,Possible AsyncRAT Domain (Unverified),86.48.16.94
supoort-pdf.com,3200,Possible AsyncRAT Domain (Unverified),86.48.16.94
surgery.healthydefinitetrunk.com,443,Possible DinDoor Domain (Unverified),2.27.122.16
surgery.healthydefinitetrunk.com,80,Possible DinDoor Domain (Unverified),2.27.122.16
surmedic.comerciosoft.com,8443,Possible PentAGI Domain (Unverified),49.12.98.113
sutahi.com,8443,Possible PentAGI Domain (Unverified),130.94.57.184
sw004.ydc.ch,443,Possible BurpSuite Collaborator Domain (Unverified),91.92.154.168
sziiuh.info,8445,Possible Cairn Domain (Unverified),155.254.22.88
t9p.me,443,Possible BurpSuite Collaborator Domain (Unverified),57.128.169.252
tangxinneishe.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.126.199
tangxinneishe.top,8666,Possible PentAGI Domain (Unverified),38.6.126.199
tangxinneishe.top,8765,Possible PentAGI Domain (Unverified),38.6.126.199
tangxinshaonvmgh5.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.103.86
tangxinshaonvmgh5.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.103.86
tangxinshaonvmgh5.top,8765,Possible PentAGI Domain (Unverified),38.6.103.86
tavily.078463.xyz,8443,Possible PentAGI Domain (Unverified),192.3.239.5
techhalo.chat,11601,Possible Ligolo-ng Domain (Unverified),194.113.75.24
tedrforth.com,443,Possible PureRAT Domain (Unverified),185.112.59.115
telemetry-hosts.com,443,Possible BurpSuite Collaborator Domain (Unverified),172.235.191.107
test.136-112-20-198.sslip.io,8443,Possible PentAGI Domain (Unverified),136.112.20.198
test.crm.devagroup.com.pl,8886,Possible Pyramid Domain (Unverified),54.38.94.225
test7.sbtx.me,443,Possible CyberStrikeAI Domain (Unverified),161.33.184.234
tested-by-edgescan.com,80,Possible BurpSuite Collaborator Domain (Unverified),63.32.201.71
testing.tizlabs.com,8443,Possible Ligolo-ng Domain (Unverified),89.167.0.151
tezhuobio.com,8080,Possible CyberStrikeAI Domain (Unverified),177.211.86.194
thebreaksyyc.ca,8080,Possible Hak5 Cloud C2 Domain (Unverified),165.227.41.66
tiantiying.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.126.197
tiantiying.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.126.197
tianyahaijiaohuangse.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.126.221
tianyahaijiaohuangse.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.126.221
tianyahuangye.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.126.209
tianyahuangye.top,8666,Possible PentAGI Domain (Unverified),38.6.126.209
tianyahuangye.top,8765,Possible PentAGI Domain (Unverified),38.6.126.209
tingtingdewuyetian.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.103.77
tingtingdewuyetian.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.103.77
tkshopvip.shop,3232,Possible Reverse_SSH Domain (Unverified),134.122.169.60
toc6collab.security-samurai.de,443,Possible BurpSuite Collaborator Domain (Unverified),18.195.157.180
toc6collab.security-samurai.de,80,Possible BurpSuite Collaborator Domain (Unverified),18.195.157.180
toukui438riben.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.103.73
toukui438riben.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.103.73
trace.nightfarer.one,4321,Possible AdaptixC2 Domain (Unverified),68.64.177.24
track.candlemakingpro.com,8443,Possible PentAGI Domain (Unverified),167.86.93.226
tracking.appwifi.com,3790,Possible Metasploit Domain (Unverified),103.53.171.25
ttclaw.vip,8080,Possible CyberStrikeAI Domain (Unverified),170.106.173.244
tunnel.pierx.app,11601,Possible Ligolo-ng Domain (Unverified),43.133.150.243
turn.ctrlswarm.link,443,Possible RedAmon Domain (Unverified),149.50.96.18
tvmerkezi5.org,11616,Possible Ligolo-ng Domain (Unverified),164.215.103.20
u0h.me,443,Possible BurpSuite Collaborator Domain (Unverified),217.182.168.142
u0h.me,80,Possible BurpSuite Collaborator Domain (Unverified),217.182.168.142
u78dm.r4cafffq.com,443,Possible BurpSuite Collaborator Domain (Unverified),44.207.126.65
u78dm.r4cafffq.com,80,Possible BurpSuite Collaborator Domain (Unverified),44.207.126.65
ui.dune.industrydocspro980.business,9000,Possible DevilGinx Domain (Unverified),185.212.128.51
ui.dune.industrydocspro980.business,9000,Possible Evilginx/EvilGoPhish Domain (Unverified),185.212.128.51
uk.nccburp.com,443,Possible BurpSuite Collaborator Domain (Unverified),5.148.32.234
uk.nccburp.com,80,Possible BurpSuite Collaborator Domain (Unverified),5.148.32.234
ulgroup.cobbertechforex.net,8443,Possible Evilginx/EvilGoPhish Domain (Unverified),84.247.141.236
unmeters.com,443,Possible BurpSuite Collaborator Domain (Unverified),167.235.148.176
unmeters.com,80,Possible BurpSuite Collaborator Domain (Unverified),167.235.148.176
upeddler.com,8080,Possible CyberStrikeAI Domain (Unverified),39.96.216.99
us.619.pp.ua,443,Possible CyberStrikeAI Domain (Unverified),4.155.193.68
usdtproperties.top,3333,Possible Evilginx/EvilGoPhish Domain (Unverified),104.207.132.238
usrn.330225.xyz,8080,Possible CyberStrikeAI Domain (Unverified),23.238.118.235
uu0.me,80,Possible BurpSuite Collaborator Domain (Unverified),217.182.168.35
uu0k3.duckdns.org,8080,Possible CyberStrikeAI Domain (Unverified),64.90.11.62
ux6.me,443,Possible BurpSuite Collaborator Domain (Unverified),141.94.204.116
ux6.me,80,Possible BurpSuite Collaborator Domain (Unverified),141.94.204.116
v.vii.vi,80,Possible BurpSuite Collaborator Domain (Unverified),209.126.81.167
v30165.dh.net.ua,443,Possible PureRAT Domain (Unverified),185.174.102.5
vaadata.collaborator.fr,80,Possible BurpSuite Collaborator Domain (Unverified),139.59.207.120
vakvak.net,80,Possible BurpSuite Collaborator Domain (Unverified),67.207.72.191
vas.n3t.top,43823,Possible wstunnel Domain (Unverified),103.199.19.148
vdz.xyz,443,Possible BurpSuite Collaborator Domain (Unverified),37.187.54.230
vdz.xyz,80,Possible BurpSuite Collaborator Domain (Unverified),37.187.54.230
vebymutr.shihua.site,8080,Possible CyberStrikeAI Domain (Unverified),159.75.106.232
video.ocpets.ai,8443,Possible wstunnel Domain (Unverified),178.104.152.249
video.suntendy.com.cn,3232,Possible Reverse_SSH Domain (Unverified),152.136.56.105
video.suntendy.com.cn,8888,Possible Supershell Domain (Unverified),152.136.56.105
viii.vii.vi,443,Possible BurpSuite Collaborator Domain (Unverified),209.126.81.167
vk2.pw,443,Possible BurpSuite Collaborator Domain (Unverified),51.38.231.99
vmbc.azure.rabo.cloud,80,Possible BurpSuite Collaborator Domain (Unverified),20.50.136.43
vmi3180890.contaboserver.net,11601,Possible Ligolo-ng Domain (Unverified),185.193.66.120
vn.fojrhirl.com,8443,Possible PentAGI Domain (Unverified),27.124.19.117
vnajsxma.usvii.live,8443,Possible PentAGI Domain (Unverified),89.117.0.51
voidproxy.4e8fb32a70ff70.192.159.99.211.sslip.io,1996,Possible PureRAT Domain (Unverified),192.159.99.211
vp40.co,443,Possible BurpSuite Collaborator Domain (Unverified),147.182.134.54
vp40.co,80,Possible BurpSuite Collaborator Domain (Unverified),147.182.134.54
vpn.mapz.cl,8080,Possible wstunnel Domain (Unverified),190.114.255.126
vpn.pwny.world,12001,Possible Sliver Domain (Unverified),82.165.79.60
vps113661.inmotionhosting.com,443,Possible BurpSuite Collaborator Domain (Unverified),23.235.220.135
vscode.oastfy.com,443,Possible BurpSuite Collaborator Domain (Unverified),20.119.38.98
vyhk1.19841014.xyz,8888,Possible Supershell Domain (Unverified),45.145.228.16
wangheiliao.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.126.198
wangheiliao.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.126.198
wangheiliao.top,8765,Possible PentAGI Domain (Unverified),38.6.126.198
web.rocketsrv.net,443,Possible PureRAT Domain (Unverified),94.103.1.61
webcollaborator.ecfirst.com,443,Possible BurpSuite Collaborator Domain (Unverified),52.22.63.51
webcollaborator.ecfirst.com,80,Possible BurpSuite Collaborator Domain (Unverified),52.22.63.51
webfetch.swiftlydetecting.com,7443,Possible Mythic Domain (Unverified),136.24.173.249
webfusionhosting-api.com,31337,Possible Sliver Domain (Unverified),146.70.79.45
wh.gl,80,Possible BurpSuite Collaborator Domain (Unverified),94.237.12.223
whirlytubes.algorithmicgaze.com,9137,Possible Xalgorix Domain (Unverified),46.225.167.158
whoami.cyou,4321,Possible AdaptixC2 Domain (Unverified),8.137.111.232
wibbyzap.xyz,443,Possible PureRAT Domain (Unverified),185.254.99.169
wibbyzap.xyz,56001,Possible PureRAT Domain (Unverified),185.254.99.169
winassistantx.supportrmx.foo,5012,Possible AsyncRAT Domain (Unverified),191.107.92.58
winassistantx.supportrmx.foo,9002,Possible DcRat Domain (Unverified),191.107.92.58
windows-cam.casacam.net,301,Possible AsyncRAT Domain (Unverified),104.243.248.63
windows-cam.casacam.net,3606,Possible AsyncRAT Domain (Unverified),104.243.248.63
windows64bit.giize.com,3603,Possible AsyncRAT Domain (Unverified),104.243.248.63
windows64bit.giize.com,3604,Possible AsyncRAT Domain (Unverified),104.243.248.63
windows64bit.giize.com,3608,Possible AsyncRAT Domain (Unverified),104.243.248.63
wiretunnel.com,443,Possible wstunnel Domain (Unverified),50.116.13.49
wpz.pw,443,Possible BurpSuite Collaborator Domain (Unverified),149.202.34.181
wpz.pw,80,Possible BurpSuite Collaborator Domain (Unverified),149.202.34.181
wqk77ubv7b54.appstringstore.shop,443,Possible PureRAT Domain (Unverified),217.60.195.60
wqk77ubv7b54.appstringstore.shop,56001,Possible PureRAT Domain (Unverified),217.60.195.60
wqk77ubv7b54.appstringstore.shop,56003,Possible PureRAT Domain (Unverified),217.60.195.60
wtmxscw.jesrfocv4f.com,8443,Possible Evilginx/EvilGoPhish Domain (Unverified),104.105.15.96
wumanzaixiankan.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.126.200
wumanzaixiankan.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.126.200
wumanzaixiankan.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.126.200
wumanzaixiankan.top,8666,Possible PentAGI Domain (Unverified),38.6.126.200
wumanzaixiankan.top,8765,Possible PentAGI Domain (Unverified),38.6.126.200
ww17ccqicao.top,18444,Possible CyberStrikeAI Domain (Unverified),38.6.103.68
ww17ccqicao.top,18666,Possible CyberStrikeAI Domain (Unverified),38.6.103.68
ww17ccqicao.top,8444,Possible CyberStrikeAI Domain (Unverified),38.6.103.68
ww17ccqicao.top,8666,Possible PentAGI Domain (Unverified),38.6.103.68
ww17ccqicao.top,8765,Possible PentAGI Domain (Unverified),38.6.103.68
www.aishyy.com,8080,Possible CyberStrikeAI Domain (Unverified),177.211.86.209
www.aitoolsrew.cc,18443,Possible PentAGI Domain (Unverified),77.221.138.251
www.alucard.nl,8888,Possible Hak5 Cloud C2 Domain (Unverified),141.224.255.72
www.aw.devagroup.com.pl,8881,Possible Pyramid Domain (Unverified),54.38.94.225
www.ayidc.icu,8080,Possible CyberStrikeAI Domain (Unverified),107.151.246.217
www.baojie8021.com,8080,Possible CyberStrikeAI Domain (Unverified),177.211.86.211
www.bhsun.com,8080,Possible CyberStrikeAI Domain (Unverified),149.88.73.75
www.biyong.shop,443,Possible PureRAT Domain (Unverified),92.118.126.165
www.biyong.shop,56003,Possible PureRAT Domain (Unverified),92.118.126.165
www.burgerhalva.ru,4321,Possible AdaptixC2 Domain (Unverified),45.150.38.95
www.caowuds.com,18444,Possible CyberStrikeAI Domain (Unverified),38.6.96.132
www.caowuds.com,18666,Possible CyberStrikeAI Domain (Unverified),38.6.96.132
www.caowuds.com,8444,Possible CyberStrikeAI Domain (Unverified),38.6.96.132
www.caowuds.com,8666,Possible PentAGI Domain (Unverified),38.6.96.132
www.caowuds.com,8765,Possible PentAGI Domain (Unverified),38.6.96.132
www.capoo.me,8888,Possible Supershell Domain (Unverified),4.230.24.119
www.cdistrade.shop,7443,Possible Mythic Domain (Unverified),91.236.230.143
www.cfzy8899.top,443,Possible PentAGI Domain (Unverified),192.252.183.239
www.cfzy8899.top,80,Possible PentAGI Domain (Unverified),192.252.183.239
www.covenant.vip,2005,Possible Covenant Domain (Unverified),45.56.91.55
